already added,http://schoolreportcards.in/SRC-New/ReportCard/ViewReport.aspx?T=1&AY=2016-17&cmbschool=27131223002&RT=1,2016-17,27131223002,ADARSH VID. KAJALSAR,Maharashtra,CHANDRAPUR,CHIMUR,2713120001 - KHAMBADA,KAJALSAR,nan,Rural,442904,nan,8,10,Co-educational,Private Aided,Yes,1995,1995,0,No,No,No,NA,No,0,0,1,6,1,0,0,0,0,5,0,5,5,0,0,No,0,0,0,0,0,5,0,Marathi,nan,nan,Rented,Barbed wire fencing,1,All,3,1,0,0,Yes,Yes,1,1,1,1,No,Well,Yes,Yes,200,No,Yes,NA,2,1,Yes,No,NA,NA,0.0,100.0,0.0,0.0,-33.33,33.33,0.0,6.0,30.0,46.67,0.0,10.0,20.0,70.0
already added,http://schoolreportcards.in/SRC-New/ReportCard/ViewReport.aspx?T=1&AY=2016-17&cmbschool=27131203502&RT=1,2016-17,27131203502,ADARSH VIDYALAYA WADALA PAIKU,Maharashtra,CHANDRAPUR,CHIMUR,2713120014 - CHIMUR,WADALA,nan,Rural,442903,nan,8,10,Co-educational,Private Unaided,Yes,2004,2005,0,No,No,No,NA,No,0,0,1,3,2,0,0,0,0,5,0,5,3,2,0,No,0,0,0,0,0,5,3,Marathi,nan,nan,Rented,Barbed wire fencing,1,All,2,1,0,0,Yes,Yes,1,1,1,1,No,Well,Yes,Yes,300,No,Yes,NA,2,2,Yes,No,NA,NA,0.0,100.0,0.0,0.0,0.0,100.0,66.67,3.0,15.0,53.33,0.0,6.67,40.0,53.33
already added,http://schoolreportcards.in/SRC-New/ReportCard/ViewReport.aspx?T=1&AY=2016-17&cmbschool=27130513110&RT=1,2016-17,27130513110,ADARSH PRY VIDAYAMANDIR RAJURA,Maharashtra,CHANDRAPUR,RAJURA,2713050013 - NAGAR PARISHAD RAJURA,RAJURA,nan,Urban,442905,Primary with U.Primary,1,8,Co-educational,Private Aided,Yes,1999,1999,2003,No,No,Yes,NA,No,0,0,0,0,1,"12,000","12,000",0,0,9,0,8,2,7,0,No,0,7,0,0,0,9,0,Marathi,Marathi,Marathi,Private,Barbed wire fencing,11,Some,5,11,0,0,Yes,Yes,4,4,4,4,Yes,Others,Yes,Yes,500,No,Yes,NA,5,5,Yes,Yes,Yes,Yes,0.0,100.0,45.16,0.0,7.11,41.11,56.14,69.0,56.0,45.79,5.02,14.56,9.22,69.9
already added,http://schoolreportcards.in/SRC-New/ReportCard/ViewReport.aspx?T=1&AY=2016-17&cmbschool=27130700130&RT=1,2016-17,27130700130,ADARSH HINDI MADHYAMIK VIDYALAY GADCHANDUR,Maharashtra,CHANDRAPUR,KORPANA,2713070001 - GADCHANDUR,GADCHANDUR,nan,Urban,442908,nan,8,10,Co-educational,Private Unaided,Yes,1995,0,0,No,No,No,nan,No,0,0,1,2,1,0,0,0,0,3,0,3,1,2,0,No,0,0,0,0,0,3,0,Hindi,nan,nan,Rented,Pucca,1,All,5,1,0,0,No,Yes,1,1,1,1,No,Tap Water,Yes,Yes,65,No,No,No,0,0,Yes,Yes,Yes,Yes,0.0,100.0,50.0,0.0,-27.08,100.0,0.0,12.0,35.0,45.71,11.43,2.86,2.86,48.57
already added,http://schoolreportcards.in/SRC-New/ReportCard/ViewReport.aspx?T=1&AY=2016-17&cmbschool=27130803404&RT=1,2016-17,27130803404,ABDUL SHAFI VIDYALYA RAJOLI,Maharashtra,CHANDRAPUR,MUL,2713080003 - CHIKHALI,RAJOLI,nan,Rural,441212,nan,8,10,Co-educational,Private Aided,Yes,1990,1991,0,No,No,No,NA,No,0,0,1,3,1,0,0,0,0,9,0,9,8,1,1,No,0,0,0,0,0,9,0,Marathi,nan,nan,Rented,Pucca,2,All,0,2,0,0,Yes,Yes,1,1,1,1,No,Tap Water,Yes,Yes,14,No,Yes,NA,2,1,Yes,Yes,Yes,No,0.0,100.0,0.0,0.0,11.29,25.0,33.33,8.0,35.0,52.17,0.0,11.59,8.7,79.71
already added,http://schoolreportcards.in/SRC-New/ReportCard/ViewReport.aspx?T=1&AY=2016-17&cmbschool=27131504202&RT=1,2016-17,27131504202,ABHISHEK MADYAMIC VIDYA,Maharashtra,CHANDRAPUR,JIWATI,2713150003 - TEKAMANDWA,CHIKHALI (KHU),nan,Rural,442908,nan,8,12,Co-educational,Private Unaided,Yes,2006,2006,0,No,No,No,NA,No,0,0,3,4,3,0,0,0,0,4,0,4,5,0,0,No,0,1,0,0,0,5,0,Marathi,nan,nan,Private,Pucca,1,All,3,1,0,0,Yes,Yes,1,1,1,1,Yes,Hand Pumps,Yes,Yes,500,No,Yes,NA,5,1,Yes,Yes,Yes,Yes,0.0,100.0,50.0,0.0,-6.06,42.86,60.0,6.0,31.0,58.06,6.45,22.58,32.26,38.71
already added,http://schoolreportcards.in/SRC-New/ReportCard/ViewReport.aspx?T=1&AY=2016-17&cmbschool=27130501903&RT=1,2016-17,27130501903,ABDUL GANI PATEL HIGHSCH DEWADA,Maharashtra,CHANDRAPUR,RAJURA,2713050003 - DEWADA,DEWADA,nan,Rural,442905,nan,8,10,Co-educational,Private Unaided,Yes,2006,2006,0,No,No,No,NA,Yes,0,0,1,2,1,0,0,0,0,5,0,5,3,2,0,No,0,3,0,0,0,5,0,Marathi,Marathi,Marathi,Rented,Barbed wire fencing,1,All,1,1,0,0,Yes,Yes,1,1,1,1,No,Others,Yes,Yes,925,No,Yes,NA,5,5,Yes,Yes,Yes,Yes,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,59.09,0.0,9.09,0.0,54.55
already added,http://schoolreportcards.in/SRC-New/ReportCard/ViewReport.aspx?T=1&AY=2016-17&cmbschool=27130700108&RT=1,2016-17,27130700108,AADARSH HINDI PRI.VIDYALAYA GADCHANDUR,Maharashtra,CHANDRAPUR,KORPANA,2713070001 - GADCHANDUR,GADCHANDUR,nan,Urban,442908,Primary with U.Primary,1,7,Co-educational,Private Aided,Yes,1995,1995,2000,No,No,No,NA,No,0,0,0,0,0,0,0,0,0,8,0,7,6,2,0,Yes,0,0,0,0,0,8,0,Hindi,Others,Others,Rented,Pucca,7,All,4,7,0,0,Yes,Yes,1,1,1,1,Yes,Tap Water,Yes,Yes,323,No,Yes,NA,6,6,Yes,No,NA,Yes,0.0,100.0,50.0,0.0,-1.55,50.0,70.0,32.0,36.0,54.33,3.15,7.87,3.94,69.69
already added,http://schoolreportcards.in/SRC-New/ReportCard/ViewReport.aspx?T=1&AY=2016-17&cmbschool=27130502403&RT=1,2016-17,27130502403,A.SAMRAT HIGHSCH LAKKADKOT,Maharashtra,CHANDRAPUR,RAJURA,2713050003 - DEWADA,LAKKADKOT,nan,Rural,442905,nan,8,12,Co-educational,Private Unaided,Yes,2003,2003,0,No,No,No,NA,No,0,0,1,2,1,0,0,0,0,5,0,5,3,2,0,No,0,0,0,0,0,5,0,Marathi,Marathi,Marathi,Private,Hedges,1,All,1,1,0,0,Yes,Yes,2,2,2,2,No,Hand Pumps,Yes,Yes,250,No,Yes,NA,5,2,Yes,Yes,Yes,Yes,0.0,100.0,33.33,0.0,10.0,50.0,33.33,4.0,22.0,45.45,13.64,9.09,27.27,50.0
already added,http://schoolreportcards.in/SRC-New/ReportCard/ViewReport.aspx?T=1&AY=2016-17&cmbschool=27130404012&RT=1,2016-17,27130404012,ZAINUDDIN ZAVERI CON.,Maharashtra,CHANDRAPUR,BALLARPUR,2713040008 - BALLARPUR,BALLARPUR,nan,Urban,442701,Primary Only,1,4,Co-educational,Private Unaided,Yes,2003,2003,0,No,No,No,NA,Yes,77,3,0,0,0,0,0,0,0,5,0,4,0,5,0,No,0,0,0,0,0,5,0,English,nan,nan,Private,Pucca,4,All,0,4,0,0,Yes,Yes,1,1,1,1,No,Tap Water,Yes,Yes,101,o,Yes,NA,1,1,Yes,No,NA,NA,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
